property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,store room,pooja room,furnishing_type,luxury_category,floor_category
flat,satellite,0.83,3,2,2,Old Property,1485.0,1,0,furnished,Medium,Mid Floor
flat,bodakdev,3.79,4,4,1,Under Construction,3153.0,1,1,unfurnished,High,High Floor
flat,south bopal,0.72,3,3,1,Relatively New,1100.0,1,0,furnished,High,Mid Floor
flat,south bopal,0.68,3,3,1,Relatively New,1195.0,0,0,unfurnished,High,High Floor
house,prahlad nagar,8.31,4,4,3,Moderately Old,4881.0,1,1,semifurnished,High,Low Floor
flat,south bopal,0.58,2,2,1,New Property,1207.0,1,0,unfurnished,High,Mid Floor
flat,south bopal,0.65,3,3,1,Under Construction,1299.0,1,1,unfurnished,High,Mid Floor
flat,jagatpur,0.62,2,2,1,Relatively New,941.0,0,0,unfurnished,Not available,Mid Floor
flat,thaltej,1.6,3,3,3+,Relatively New,6282.0,1,1,semifurnished,Medium,Low Floor
flat,science city,0.75,2,2,1,Relatively New,1008.0,0,1,furnished,Medium,Mid Floor
flat,jagatpur,1.1,3,4,2,Relatively New,2200.0,0,0,unfurnished,High,Mid Floor
flat,jagatpur,0.72,3,3,2,Relatively New,1210.0,0,1,unfurnished,Medium,Mid Floor
flat,science city,1.57,3,3,1,Under Construction,2662.0,1,1,unfurnished,Medium,Mid Floor
flat,sola,2.5,3,3,1,Relatively New,2241.0,0,1,semifurnished,Medium,Low Floor
house,chandkheda,1.25,3,2,0,Moderately Old,2160.0,0,0,unfurnished,Not available,Low Floor
house,south bopal,3.5,4,3,3,Moderately Old,5000.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,2.05,4,6,1,Relatively New,1863.0,1,0,unfurnished,Medium,Mid Floor
flat,isanpur,0.41,2,2,2,Moderately Old,1215.0,0,0,unfurnished,Low,Mid Floor
flat,vastral,0.2,1,2,2,Relatively New,486.0,1,0,unfurnished,Not available,Low Floor
flat,gurukul,0.55,2,2,2,Old Property,1051.0,0,0,unfurnished,Low,Mid Floor
flat,charodi,0.89,3,3,2,Under Construction,1053.0,0,1,unfurnished,High,High Floor
flat,bodakdev,4.0,4,4,2,Relatively New,4171.0,0,1,unfurnished,Low,Mid Floor
flat,vastrapur,1.25,5,4,2,Relatively New,2647.0,0,0,unfurnished,Not available,Mid Floor
flat,narol,0.3,2,2,1,Relatively New,609.0,0,0,unfurnished,Medium,Mid Floor
flat,vaishnodevi circle,0.6,2,2,0,Relatively New,1356.0,0,0,unfurnished,Medium,Mid Floor
flat,satellite,3.31,4,4,1,Under Construction,4418.0,1,1,unfurnished,Medium,Low Floor
house,science city,4.5,4,4,1,Moderately Old,2360.0,0,0,unfurnished,Low,Low Floor
house,vatva,0.25,2,2,2,New Property,1412.0,0,0,unfurnished,Not available,Low Floor
flat,satellite,1.0,2,2,1,Relatively New,1200.0,0,0,furnished,Medium,Mid Floor
flat,shela,1.64,4,4,1,New Property,2615.0,1,0,unfurnished,Medium,Mid Floor
house,south bopal,2.4,4,4,1,Old Property,2205.0,1,1,unfurnished,Medium,Low Floor
flat,vatva,0.32,2,2,3,Moderately Old,725.0,1,0,unfurnished,Low,Mid Floor
flat,vasna,0.46,2,2,1,Moderately Old,1220.0,0,0,unfurnished,Not available,Mid Floor
flat,odhav,0.25,1,1,0,Moderately Old,675.0,0,0,unfurnished,Not available,Mid Floor
flat,narol,0.28,2,2,1,Relatively New,901.0,0,0,furnished,Medium,Mid Floor
flat,chandkheda,0.82,3,2,3,Relatively New,1141.0,0,0,semifurnished,Low,Mid Floor
flat,south bopal,0.73,3,3,1,New Property,1104.0,1,1,unfurnished,Medium,Low Floor
flat,naroda,0.35,2,2,2,Under Construction,622.0,0,0,unfurnished,Not available,Low Floor
flat,vatva,0.3,2,2,3,New Property,1089.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.66,3,3,1,Relatively New,909.0,1,0,unfurnished,Medium,Mid Floor
flat,paldi,1.02,3,3,2,Under Construction,1764.0,1,0,unfurnished,Medium,Mid Floor
flat,paldi,1.75,4,4,3,Old Property,2700.0,1,1,semifurnished,Medium,Mid Floor
flat,naroda,0.45,2,2,2,Relatively New,1278.0,0,0,unfurnished,Not available,Mid Floor
flat,naroda,0.21,1,1,2,Old Property,545.0,0,0,unfurnished,Medium,Mid Floor
flat,motera,1.63,3,3,1,Moderately Old,1842.0,0,0,semifurnished,High,Mid Floor
flat,prahlad nagar,0.45,2,2,2,Old Property,824.0,0,0,unfurnished,Low,Low Floor
flat,naroda,0.62,3,3,2,Moderately Old,1575.0,0,0,furnished,Not available,Low Floor
house,vasna,1.61,4,4,2,Old Property,2116.0,1,0,unfurnished,Low,Low Floor
flat,gurukul,0.95,3,2,2,Old Property,1530.0,1,1,semifurnished,High,Mid Floor
flat,motera,1.63,3,2,2,Relatively New,1369.0,1,0,semifurnished,Medium,Mid Floor
flat,narol,0.39,2,2,3,Moderately Old,1044.0,0,0,unfurnished,Not available,Mid Floor
flat,bodakdev,2.55,4,3,1,Old Property,2390.0,0,1,unfurnished,Low,Mid Floor
flat,gota,0.55,2,2,1,Relatively New,1014.0,0,0,furnished,Medium,Mid Floor
flat,chandkheda,0.22,1,1,1,Moderately Old,450.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.7,2,2,1,Relatively New,1403.0,1,1,unfurnished,High,Mid Floor
flat,maninagar,0.47,2,2,1,Old Property,980.0,0,0,unfurnished,Low,Mid Floor
flat,naranpura,0.61,2,2,2,Old Property,927.0,0,0,unfurnished,Medium,Low Floor
flat,nava naroda,0.27,1,2,2,Moderately Old,889.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.58,2,2,1,Relatively New,1215.0,1,1,unfurnished,High,Mid Floor
flat,bodakdev,2.9,4,4,3+,Under Construction,2905.0,0,0,unfurnished,High,Mid Floor
flat,chandkheda,0.76,3,3,1,Old Property,1575.0,1,0,unfurnished,Medium,Mid Floor
house,shela,6.0,4,4,2,Moderately Old,3798.0,1,0,furnished,Low,Low Floor
house,isanpur,0.35,2,2,0,Old Property,900.0,0,0,unfurnished,Not available,Low Floor
flat,shela,2.79,5,5,3,Relatively New,3741.0,0,0,unfurnished,Low,High Floor
flat,vastral,0.29,2,2,3+,Moderately Old,900.0,0,0,unfurnished,Medium,Low Floor
flat,shela,0.65,3,3,1,Relatively New,1108.0,0,0,unfurnished,Medium,High Floor
flat,odhav,0.24,2,2,2,Relatively New,979.0,0,0,unfurnished,Medium,Mid Floor
house,vastral,1.51,4,4,3,Relatively New,1224.0,0,1,furnished,Medium,Low Floor
house,gota,1.25,4,3,1,Moderately Old,1958.0,1,1,semifurnished,Medium,Low Floor
flat,south bopal,1.1,3,3,1,Moderately Old,1544.0,0,1,unfurnished,Medium,Low Floor
flat,science city,2.1,3,3,1,Relatively New,1900.0,1,1,semifurnished,Medium,Mid Floor
flat,vastral,0.47,2,2,2,Moderately Old,1242.0,0,0,furnished,Low,Mid Floor
house,thaltej,9.8,4,5,1,Old Property,4914.0,0,0,unfurnished,Not available,Low Floor
house,science city,3.38,4,4,1,Relatively New,2682.0,1,1,unfurnished,High,Mid Floor
flat,naroda,0.33,2,2,2,Relatively New,754.0,1,0,furnished,High,Mid Floor
flat,south bopal,0.63,3,3,2,Under Construction,839.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,1.22,3,2,2,Relatively New,2160.0,1,1,unfurnished,High,Mid Floor
house,shela,5.0,4,4,2,Relatively New,4050.0,1,1,semifurnished,Medium,Low Floor
flat,gota,1.03,3,3,1,Under Construction,2361.0,0,1,unfurnished,Medium,Mid Floor
flat,gota,0.6,2,2,1,Moderately Old,1120.0,0,0,furnished,Medium,Mid Floor
house,science city,8.5,4,4,2,Relatively New,5850.0,0,1,semifurnished,Medium,Mid Floor
flat,motera,1.0,3,3,2,Relatively New,1800.0,0,1,semifurnished,Medium,Mid Floor
flat,bodakdev,5.88,4,4,3,Under Construction,5350.0,1,1,unfurnished,High,High Floor
flat,gota,1.07,3,3,2,Under Construction,2115.0,1,0,unfurnished,Medium,Mid Floor
flat,jagatpur,2.1,4,4,3,Under Construction,2599.0,1,1,unfurnished,High,Mid Floor
flat,vastral,0.23,1,2,2,Moderately Old,847.0,0,0,unfurnished,Low,Low Floor
flat,naroda,0.3,2,2,2,Relatively New,1152.0,0,0,unfurnished,Not available,Mid Floor
flat,jagatpur,0.29,1,1,1,Relatively New,590.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,0.62,2,2,2,Relatively New,1339.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,0.45,2,2,2,Old Property,945.0,1,0,furnished,Medium,Low Floor
flat,motera,0.78,3,3,2,Relatively New,1419.0,0,1,unfurnished,Medium,Mid Floor
flat,satellite,1.95,4,4,1,Moderately Old,2088.0,1,0,unfurnished,Medium,Low Floor
house,shela,2.65,4,4,2,Moderately Old,3464.0,0,0,unfurnished,Not available,High Floor
house,ghuma,2.45,3,3,1,Moderately Old,2772.0,1,1,unfurnished,Medium,Low Floor
flat,jagatpur,0.9,3,3,2,Relatively New,1295.0,0,0,furnished,Not available,Mid Floor
flat,ghuma,0.6,3,3,1,Under Construction,1137.0,1,0,unfurnished,Medium,Low Floor
flat,gota,0.75,2,2,2,Relatively New,1260.0,1,1,semifurnished,High,High Floor
flat,jodhpur,0.72,3,3,2,Old Property,1170.0,1,0,furnished,Medium,Low Floor
flat,bodakdev,8.5,5,5,3+,Under Construction,7485.0,1,1,unfurnished,High,High Floor
flat,vatva,0.21,2,2,1,Relatively New,858.0,0,0,furnished,Medium,Mid Floor
flat,maninagar,0.6,2,2,0,Relatively New,519.0,0,0,unfurnished,Low,Low Floor
house,krishna nagar,0.25,1,1,1,Old Property,520.0,0,0,unfurnished,Not available,Low Floor
house,prahlad nagar,8.0,4,4,1,Moderately Old,4950.0,1,0,unfurnished,Low,Mid Floor
house,thaltej,3.5,4,6,0,Old Property,2007.0,0,0,unfurnished,Not available,Mid Floor
flat,maninagar,0.75,3,3,3,Old Property,1378.0,0,0,unfurnished,Not available,Mid Floor
flat,jagatpur,1.1,4,4,2,Relatively New,1550.0,0,0,unfurnished,Medium,Mid Floor
flat,narol,0.07,1,1,1,Moderately Old,486.0,0,0,unfurnished,Low,Mid Floor
flat,sola,1.93,3,3,1,New Property,2754.0,1,1,unfurnished,High,High Floor
flat,satellite,1.15,2,2,1,Old Property,1038.0,0,1,semifurnished,Medium,Mid Floor
flat,maninagar,0.54,2,2,2,Old Property,822.0,0,0,unfurnished,Low,Mid Floor
house,bapunagar,0.8,2,2,0,Old Property,1500.0,0,0,unfurnished,Not available,Low Floor
flat,science city,1.5,3,3,2,Relatively New,2322.0,0,1,unfurnished,Medium,Low Floor
house,science city,3.3,4,3,2,Moderately Old,3060.0,1,1,semifurnished,High,Low Floor
flat,gota,0.51,2,2,2,Old Property,1429.0,1,0,unfurnished,Not available,Mid Floor
flat,shahibaug,0.75,2,2,2,Old Property,1215.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,1.45,4,4,3+,Moderately Old,1770.0,1,0,furnished,High,Mid Floor
flat,south bopal,0.84,3,3,1,Relatively New,1560.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.72,2,2,1,Relatively New,909.0,0,0,furnished,Medium,Low Floor
flat,bhadaj,0.56,2,2,1,Relatively New,720.0,0,0,unfurnished,Medium,Mid Floor
flat,science city,1.11,3,3,1,New Property,1017.0,1,1,unfurnished,High,Mid Floor
flat,shela,0.5,2,2,2,Relatively New,1213.0,1,1,unfurnished,Low,Mid Floor
flat,jodhpur,2.5,5,5,2,Old Property,3107.0,1,1,unfurnished,Medium,Mid Floor
flat,satellite,0.65,2,2,0,Old Property,945.0,0,0,furnished,Low,Mid Floor
flat,shela,0.65,3,3,1,Relatively New,859.0,1,0,unfurnished,Medium,Mid Floor
flat,gurukul,0.23,2,1,1,Old Property,885.0,0,0,unfurnished,Not available,Low Floor
house,bapunagar,0.55,3,3,0,Old Property,1350.0,0,0,unfurnished,Not available,Low Floor
flat,maninagar,0.27,2,2,3,Relatively New,855.0,0,0,unfurnished,Medium,Mid Floor
flat,shela,0.68,3,3,1,Relatively New,917.0,0,0,unfurnished,High,Mid Floor
flat,south bopal,1.8,4,4,1,Old Property,2324.0,0,1,unfurnished,High,Mid Floor
flat,jagatpur,0.43,2,2,2,Relatively New,770.0,0,1,unfurnished,Medium,Mid Floor
flat,paldi,1.1,3,3,3+,Old Property,2430.0,0,1,unfurnished,Low,Mid Floor
flat,gota,0.5,2,2,2,Moderately Old,1241.0,0,0,semifurnished,Medium,Low Floor
house,vastral,1.5,3,3,2,Relatively New,2800.0,0,0,unfurnished,Not available,Low Floor
house,thaltej,6.5,4,4,1,Old Property,3339.0,1,1,semifurnished,Medium,Low Floor
flat,satellite,15.0,5,5,1,Under Construction,7000.0,1,0,unfurnished,Medium,High Floor
house,south bopal,2.5,4,3,2,Moderately Old,1674.0,1,0,unfurnished,Medium,Low Floor
flat,satellite,1.95,3,3,2,Relatively New,2018.0,1,1,semifurnished,High,Low Floor
flat,shahibaug,1.65,3,3,2,Old Property,1980.0,0,0,semifurnished,Low,Mid Floor
flat,shela,1.43,4,4,2,Relatively New,1965.0,0,0,furnished,Medium,Mid Floor
flat,gota,0.97,3,3,1,Under Construction,1889.0,1,1,unfurnished,High,Mid Floor
flat,narol,0.23,2,2,2,Moderately Old,1054.0,0,0,unfurnished,Low,Mid Floor
flat,paldi,0.7,2,2,2,Moderately Old,871.0,0,0,furnished,Medium,Mid Floor
flat,nikol,0.33,2,2,1,Relatively New,1112.0,0,0,unfurnished,Low,Mid Floor
flat,vaishnodevi circle,0.68,3,3,1,New Property,1530.0,0,0,unfurnished,Low,High Floor
flat,jagatpur,0.8,3,3,1,Under Construction,1494.0,1,0,unfurnished,Medium,Mid Floor
flat,satellite,0.57,2,2,2,Old Property,1089.0,0,0,unfurnished,Low,Mid Floor
flat,motera,0.5,2,2,1,Moderately Old,954.0,1,0,furnished,Medium,Low Floor
flat,jagatpur,0.57,2,2,2,Relatively New,1080.0,0,0,furnished,Low,Mid Floor
house,south bopal,2.3,4,4,1,New Property,2070.0,1,0,unfurnished,Medium,Low Floor
flat,naroda,0.56,3,3,1,Moderately Old,1694.0,0,0,unfurnished,Low,Low Floor
house,science city,3.25,4,4,1,Relatively New,2079.0,1,1,furnished,Medium,Low Floor
flat,paldi,2.1,4,4,2,Under Construction,3150.0,1,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.55,2,2,0,Moderately Old,1021.0,0,0,unfurnished,Medium,Mid Floor
house,narol,0.78,3,4,2,Relatively New,1206.0,0,0,unfurnished,Not available,Low Floor
flat,vastrapur,0.9,3,2,1,Old Property,1260.0,0,0,unfurnished,Not available,Mid Floor
flat,new ranip,0.75,3,3,2,Moderately Old,2294.0,0,1,semifurnished,Low,Mid Floor
flat,paldi,0.55,3,3,1,Old Property,1535.0,0,0,unfurnished,Low,Low Floor
flat,maninagar,1.05,3,2,1,Old Property,1926.0,0,0,furnished,Medium,Mid Floor
flat,chandkheda,1.1,3,3,1,Relatively New,2280.0,0,0,furnished,Low,Low Floor
flat,chandkheda,0.5,3,3,0,New Property,1704.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,8.11,6,6,1,Relatively New,5271.0,0,1,unfurnished,High,Mid Floor
flat,gota,0.41,3,2,2,Relatively New,700.0,0,0,unfurnished,Low,Mid Floor
flat,south bopal,0.75,3,3,3,Relatively New,1189.0,0,0,unfurnished,Medium,Low Floor
flat,shela,0.48,3,3,1,Relatively New,1340.0,0,1,unfurnished,Medium,Mid Floor
house,science city,2.75,4,4,3,Moderately Old,3060.0,1,1,semifurnished,Medium,Low Floor
flat,satellite,2.21,4,4,2,New Property,3800.0,1,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.67,3,3,1,Relatively New,965.0,0,0,furnished,Medium,High Floor
flat,south bopal,0.71,3,3,2,Under Construction,1290.0,0,0,unfurnished,Medium,Mid Floor
flat,gota,1.27,3,2,2,Under Construction,3112.0,1,1,unfurnished,High,Mid Floor
flat,maninagar,0.25,1,2,1,Old Property,522.0,0,1,unfurnished,Not available,Mid Floor
flat,vastral,0.45,2,2,1,Moderately Old,1350.0,0,0,unfurnished,Not available,Mid Floor
house,science city,4.5,3,4,2,Relatively New,2520.0,0,0,unfurnished,Not available,Low Floor
house,chandkheda,1.2,3,3,2,Old Property,990.0,0,0,furnished,Medium,Low Floor
flat,ghuma,0.65,2,2,1,Relatively New,1062.0,0,0,unfurnished,Medium,High Floor
flat,jagatpur,0.55,2,2,2,Relatively New,1000.0,0,0,furnished,High,Mid Floor
flat,nava naroda,0.34,2,2,3,Moderately Old,1025.0,0,0,unfurnished,Medium,Low Floor
flat,jodhpur,0.75,2,2,2,Moderately Old,1165.0,1,1,semifurnished,High,Mid Floor
flat,motera,0.7,3,3,1,Under Construction,1800.0,1,0,unfurnished,Not available,Mid Floor
house,ghuma,9.51,4,4,2,Moderately Old,14473.0,1,1,furnished,High,Mid Floor
flat,sola,2.25,3,3,1,Relatively New,2232.0,0,0,unfurnished,Low,Mid Floor
house,odhav,1.05,4,4,1,New Property,1000.0,0,0,unfurnished,Low,Low Floor
flat,shahibaug,1.3,3,3,2,Relatively New,2000.0,0,0,unfurnished,Not available,Mid Floor
house,narol,0.15,1,1,0,Relatively New,288.0,0,0,unfurnished,Not available,Low Floor
house,science city,3.0,3,3,2,Relatively New,3071.0,1,1,unfurnished,High,Low Floor
flat,satellite,0.53,2,2,2,Old Property,945.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.39,2,2,2,Relatively New,1098.0,0,0,unfurnished,Not available,Mid Floor
flat,prahlad nagar,1.35,3,3,1,Moderately Old,1325.0,1,0,semifurnished,Medium,Low Floor
flat,south bopal,0.95,3,3,1,Moderately Old,1400.0,0,0,semifurnished,Low,Mid Floor
flat,bodakdev,8.2,5,5,3,Under Construction,7450.0,1,1,unfurnished,High,High Floor
flat,maninagar,0.65,2,2,2,Moderately Old,1083.0,0,0,furnished,Medium,Mid Floor
flat,nikol,0.3,2,2,1,Moderately Old,1026.0,0,0,unfurnished,Low,Mid Floor
house,ghuma,4.21,3,4,3,Old Property,2610.0,0,0,furnished,Low,Low Floor
flat,ghuma,0.38,2,2,2,Moderately Old,874.0,0,0,unfurnished,Low,Mid Floor
flat,shela,1.38,4,4,1,Relatively New,2145.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,1.61,4,3,2,Under Construction,3285.0,1,1,unfurnished,High,Mid Floor
flat,chandkheda,0.5,2,2,2,Relatively New,1143.0,0,0,furnished,Low,Mid Floor
house,science city,3.5,3,3,3+,Relatively New,2700.0,0,0,semifurnished,High,Low Floor
flat,khokhara,0.38,3,2,0,New Property,1242.0,0,0,unfurnished,High,Low Floor
flat,south bopal,0.65,3,3,1,Relatively New,1075.0,1,1,unfurnished,Medium,Mid Floor
flat,nikol,0.34,2,2,1,Moderately Old,1179.0,0,0,unfurnished,Low,Mid Floor
flat,nikol,0.4,2,2,1,Moderately Old,1046.0,0,0,unfurnished,Low,Low Floor
flat,nikol,0.95,3,3,0,Old Property,1710.0,0,0,furnished,Not available,Low Floor
flat,gota,0.72,3,3,1,Moderately Old,1700.0,1,1,unfurnished,High,Mid Floor
flat,chandkheda,1.06,3,3,1,New Property,1548.0,0,1,semifurnished,Medium,Mid Floor
flat,gota,0.97,3,3,2,Moderately Old,1435.0,1,0,semifurnished,Medium,Mid Floor
house,south bopal,3.11,3,3,1,Moderately Old,2745.0,1,0,unfurnished,Medium,Low Floor
flat,bodakdev,3.62,4,4,1,Under Construction,3535.0,1,1,unfurnished,High,High Floor
flat,gota,0.6,2,2,1,Relatively New,1071.0,0,0,unfurnished,Medium,High Floor
house,bapunagar,0.32,1,1,1,Old Property,474.0,0,0,furnished,Medium,Low Floor
flat,motera,1.2,3,3,2,Relatively New,1695.0,0,1,semifurnished,Medium,Low Floor
flat,vastral,0.36,2,2,2,Moderately Old,1482.0,0,1,unfurnished,Medium,Low Floor
flat,jagatpur,0.73,3,3,1,Under Construction,900.0,1,0,unfurnished,Medium,Mid Floor
flat,nava naroda,0.35,2,2,1,Under Construction,1350.0,0,1,furnished,Not available,Low Floor
flat,shela,2.0,4,4,1,Relatively New,1891.0,0,1,unfurnished,Low,Mid Floor
flat,chandkheda,0.47,2,2,1,Relatively New,1143.0,1,0,unfurnished,Medium,Mid Floor
flat,sola,1.75,3,3,2,Relatively New,2435.0,1,1,semifurnished,High,Mid Floor
flat,new ranip,0.56,3,2,1,New Property,1383.0,0,0,unfurnished,Medium,Mid Floor
house,science city,16.0,4,4,1,New Property,8703.0,1,1,furnished,Medium,Low Floor
flat,satellite,0.51,1,1,0,Old Property,900.0,0,0,unfurnished,Not available,Low Floor
flat,motera,0.76,3,3,1,Under Construction,1849.0,1,0,unfurnished,High,Mid Floor
house,ctm,0.55,2,2,2,Moderately Old,918.0,0,0,unfurnished,Not available,Low Floor
flat,jagatpur,0.57,2,2,1,Relatively New,1200.0,1,1,unfurnished,High,Mid Floor
house,ghuma,3.0,3,4,2,New Property,1980.0,0,1,unfurnished,Low,Low Floor
flat,gota,0.68,3,3,1,Relatively New,1108.0,0,1,unfurnished,Medium,Mid Floor
house,science city,22.0,5,4,3,Relatively New,10350.0,1,1,semifurnished,Medium,Low Floor
flat,shilaj,0.79,3,3,1,New Property,1141.0,1,0,unfurnished,Medium,Mid Floor
flat,science city,0.59,2,2,0,New Property,900.0,1,0,unfurnished,Medium,Mid Floor
house,vastrapur,8.5,5,5,2,Old Property,4680.0,1,1,semifurnished,Medium,Low Floor
flat,shela,0.4,2,2,1,Relatively New,588.0,0,0,unfurnished,Medium,High Floor
flat,south bopal,0.52,2,2,1,Relatively New,783.0,1,0,unfurnished,Medium,Mid Floor
house,science city,4.1,4,4,1,Relatively New,2880.0,1,1,furnished,Medium,Low Floor
flat,shela,0.5,2,2,1,Relatively New,1140.0,0,1,unfurnished,Medium,Mid Floor
flat,new ranip,0.51,2,2,2,Relatively New,1129.0,0,0,unfurnished,Not available,Mid Floor
flat,new ranip,0.54,2,2,3,Moderately Old,1083.0,0,0,furnished,Not available,Low Floor
house,bhadaj,3.85,4,4,3,Under Construction,3812.0,1,1,unfurnished,High,Low Floor
flat,ghuma,0.5,3,3,1,Under Construction,1158.0,1,0,unfurnished,Medium,Mid Floor
flat,ghatlodia,0.97,3,3,2,New Property,1710.0,0,0,semifurnished,High,Mid Floor
flat,charodi,4.1,5,5,2,Under Construction,6210.0,1,1,unfurnished,High,High Floor
flat,south bopal,0.67,3,3,1,Under Construction,1301.0,1,0,unfurnished,Medium,Mid Floor
flat,nikol,0.19,1,1,0,Moderately Old,648.0,0,0,unfurnished,Medium,Mid Floor
house,memnagar,2.5,4,3,1,Old Property,1530.0,1,1,unfurnished,Medium,Low Floor
house,vaishnodevi circle,0.71,2,2,1,Relatively New,1215.0,0,0,unfurnished,Not available,High Floor
house,thaltej,2.3,4,3,1,Old Property,1911.0,0,0,semifurnished,Low,Low Floor
flat,narol,0.24,1,2,0,New Property,758.0,0,0,unfurnished,Not available,Mid Floor
house,chandkheda,1.2,4,1,0,Old Property,5400.0,0,0,unfurnished,Not available,Low Floor
house,nava naroda,5.0,3,3,3,Old Property,4644.0,0,0,unfurnished,Not available,Low Floor
house,south bopal,7.0,5,5,3,Moderately Old,9148.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,0.6,2,2,1,Moderately Old,1118.0,1,1,unfurnished,Medium,Low Floor
flat,vastral,0.22,1,1,1,Old Property,900.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.65,3,3,1,Moderately Old,1300.0,0,0,unfurnished,Low,Mid Floor
flat,prahlad nagar,1.5,3,3,3+,Old Property,1701.0,0,0,semifurnished,Medium,High Floor
flat,south bopal,0.55,2,2,1,Relatively New,1037.0,0,0,unfurnished,High,High Floor
house,isanpur,0.91,3,3,2,Moderately Old,700.0,0,0,furnished,Low,Low Floor
flat,gota,0.3,1,1,0,Relatively New,666.0,0,0,unfurnished,High,Mid Floor
flat,nava naroda,0.25,2,2,3,Old Property,1260.0,0,0,unfurnished,Low,Low Floor
house,ghuma,1.5,3,3,1,New Property,1764.0,1,1,unfurnished,High,Mid Floor
house,ghuma,1.1,3,3,2,Moderately Old,1665.0,0,0,unfurnished,Not available,Low Floor
house,shela,8.5,4,4,1,New Property,7056.0,1,1,unfurnished,Medium,Low Floor
house,south bopal,0.9,3,4,1,Old Property,1431.0,1,0,unfurnished,Medium,Mid Floor
house,naroda,0.31,1,2,1,Old Property,405.0,0,0,unfurnished,Not available,Low Floor
flat,sola,2.85,4,4,1,Relatively New,3825.0,0,0,unfurnished,Medium,High Floor
flat,bodakdev,3.44,4,4,1,New Property,3278.0,1,1,unfurnished,High,Mid Floor
house,vastral,0.39,2,2,1,Old Property,480.0,0,0,semifurnished,Low,Low Floor
flat,shela,0.37,2,2,0,Relatively New,920.0,1,1,unfurnished,High,Mid Floor
flat,nava naroda,0.17,1,1,3,Moderately Old,647.0,0,0,unfurnished,Low,Mid Floor
flat,science city,2.14,3,3,1,Relatively New,2475.0,1,1,semifurnished,High,Mid Floor
flat,koteshwar,0.85,3,2,1,Relatively New,2086.0,0,0,furnished,Medium,Low Floor
flat,chandkheda,0.64,3,3,2,Under Construction,2121.0,1,0,unfurnished,Medium,Low Floor
flat,science city,1.63,3,3,2,Under Construction,2802.0,1,1,unfurnished,High,High Floor
flat,satellite,2.47,4,4,2,Under Construction,3800.0,1,1,unfurnished,High,High Floor
flat,bodakdev,3.0,4,4,2,Old Property,2925.0,1,1,furnished,Medium,Low Floor
flat,bhadaj,1.24,3,3,2,New Property,1722.0,0,1,unfurnished,Low,Low Floor
flat,vastral,1.15,4,4,3+,Moderately Old,2691.0,0,0,furnished,Low,Mid Floor
flat,bodakdev,1.1,3,3,3,Old Property,2235.0,0,1,furnished,Low,Mid Floor
flat,nava naroda,0.42,3,3,3,Moderately Old,1718.0,0,0,unfurnished,Not available,Low Floor
flat,satellite,0.58,2,2,3+,Moderately Old,1083.0,0,0,semifurnished,Medium,Mid Floor
flat,south bopal,1.41,3,4,1,Moderately Old,1800.0,1,1,furnished,High,Low Floor
flat,jagatpur,0.48,2,2,1,Moderately Old,1090.0,1,1,unfurnished,High,Mid Floor
flat,jagatpur,0.57,3,2,1,Under Construction,828.0,1,0,unfurnished,Medium,Low Floor
flat,narol,0.23,2,2,2,Moderately Old,1030.0,0,0,furnished,Not available,Mid Floor
flat,jagatpur,0.78,3,3,1,Relatively New,1700.0,1,1,unfurnished,High,Mid Floor
flat,vastral,0.07,1,1,1,Moderately Old,407.0,0,0,unfurnished,Not available,Low Floor
flat,jagatpur,0.6,2,2,1,Relatively New,1200.0,1,1,unfurnished,High,Mid Floor
house,science city,3.6,4,4,3,Old Property,3494.0,1,1,semifurnished,Medium,Low Floor
house,motera,2.0,4,4,3,Relatively New,1485.0,0,1,furnished,Medium,Low Floor
flat,science city,2.7,4,4,3,New Property,3825.0,0,1,unfurnished,Medium,Mid Floor
flat,south bopal,1.25,3,3,1,Moderately Old,1420.0,1,0,semifurnished,Medium,Mid Floor
flat,motera,0.68,3,3,1,Under Construction,1440.0,1,0,unfurnished,Medium,Mid Floor
house,shilaj,2.95,3,3,1,Moderately Old,2565.0,1,1,unfurnished,Medium,Low Floor
flat,narol,0.26,2,2,2,Moderately Old,1053.0,0,0,unfurnished,Low,Mid Floor
flat,bodakdev,2.51,4,4,1,Under Construction,2585.0,1,1,unfurnished,Medium,Mid Floor
house,prahlad nagar,4.75,4,4,1,Moderately Old,2934.0,1,1,semifurnished,High,Low Floor
flat,south bopal,1.4,3,3,1,Moderately Old,1755.0,0,1,furnished,Medium,High Floor
